epoch,original_scale_mse
1,73.11332702636719
2,69.54353332519531
3,66.14358520507812
4,62.91218948364258
5,59.847434997558594
6,56.946876525878906
7,54.207496643066406
8,51.625858306884766
9,49.19805145263672
10,46.91974639892578
11,44.78630065917969
12,42.79270935058594
13,40.933719635009766
14,39.20389175415039
15,37.59758758544922
16,36.1090202331543
17,34.73233413696289
18,33.46162414550781
19,32.29093551635742
20,31.214366912841797
21,30.226036071777344
22,29.32015609741211
23,28.491029739379883
24,27.733064651489258
25,27.04085922241211
26,26.409130096435547
27,25.832815170288086
28,25.307052612304688
29,24.82717514038086
30,24.388755798339844
31,23.987619400024414
32,23.61983299255371
33,23.281721115112305
34,22.96988868713379
35,22.681161880493164
36,22.412683486938477
37,22.161823272705078
38,21.926191329956055
39,21.703678131103516
40,21.49234962463379
41,21.29054832458496
42,21.096773147583008
43,20.90974998474121
44,20.728347778320312
45,20.551603317260742
46,20.37870979309082
47,20.20894432067871
48,20.041746139526367
49,19.876632690429688
50,19.713207244873047
51,19.551137924194336
52,19.390180587768555
53,19.230117797851562
54,19.0707950592041
55,18.9121036529541
56,18.753950119018555
57,18.59627342224121
58,18.439041137695312
59,18.282211303710938
60,18.12580108642578
61,17.969804763793945
62,17.8142147064209
63,17.659069061279297
64,17.50437355041504
65,17.35016632080078
66,17.19643783569336
67,17.043243408203125
68,16.89059066772461
69,16.738508224487305
70,16.58701515197754
71,16.436128616333008
72,16.28588104248047
73,16.13627052307129
74,15.987320899963379
75,15.839051246643066
76,15.691461563110352
77,15.544585227966309
78,15.398415565490723
79,15.252978324890137
80,15.10826587677002
81,14.964298248291016
82,14.821066856384277
83,14.678605079650879
84,14.536897659301758
85,14.395956993103027
86,14.25579833984375
87,14.116419792175293
88,13.977822303771973
89,13.84001636505127
90,13.703011512756348
91,13.566810607910156
92,13.431426048278809
93,13.296854972839355
94,13.163110733032227
95,13.030193328857422
96,12.898112297058105
97,12.766877174377441
98,12.63648509979248
99,12.506958961486816
100,12.378299713134766
101,12.250503540039062
102,12.12358570098877
103,11.99755573272705
104,11.872411727905273
105,11.748172760009766
106,11.62484359741211
107,11.50241470336914
108,11.380914688110352
109,11.26034164428711
110,11.14069938659668
111,11.021997451782227
112,10.904239654541016
113,10.787431716918945
114,10.671584129333496
115,10.556697845458984
116,10.44278621673584
117,10.329855918884277
118,10.217888832092285
119,10.106915473937988
120,9.99692440032959
121,9.887930870056152
122,9.77993392944336
123,9.672934532165527
124,9.566941261291504
125,9.46195125579834
126,9.357975006103516
127,9.2550048828125
128,9.153054237365723
129,9.052115440368652
130,8.95219898223877
131,8.853303909301758
132,8.755425453186035
133,8.658563613891602
134,8.562724113464355
135,8.467915534973145
136,8.374115943908691
137,8.28134536743164
138,8.189592361450195
139,8.098854064941406
140,8.009138107299805
141,7.920438766479492
142,7.8327507972717285
143,7.7460761070251465
144,7.660408973693848
145,7.575741291046143
146,7.492083549499512
147,7.409422397613525
148,7.327756881713867
149,7.2470879554748535
150,7.1674065589904785
151,7.088710308074951
152,7.010989189147949
153,6.9342474937438965
154,6.8584771156311035
155,6.783669471740723
156,6.709827423095703
157,6.636934280395508
158,6.564992427825928
159,6.493989944458008
160,6.423924922943115
161,6.354796886444092
162,6.286586284637451
163,6.219295024871826
164,6.152913570404053
165,6.087440490722656
166,6.022862911224365
167,5.959174156188965
168,5.896370887756348
169,5.83443546295166
170,5.773379802703857
171,5.7131781578063965
172,5.653831481933594
173,5.595332622528076
174,5.537665843963623
175,5.480832576751709
176,5.424819469451904
177,5.369624614715576
178,5.315228462219238
179,5.261632442474365
180,5.208827495574951
181,5.156796455383301
182,5.10554313659668
183,5.055052280426025
184,5.005320072174072
185,4.956334590911865
186,4.908084392547607
187,4.860568046569824
188,4.813771724700928
189,4.767690181732178
190,4.722315311431885
191,4.677635192871094
192,4.633640766143799
193,4.590330123901367
194,4.547688961029053
195,4.505709648132324
196,4.464391708374023
197,4.423712730407715
198,4.383673667907715
199,4.34426212310791
200,4.305476665496826
201,4.267302513122559
202,4.22973108291626
203,4.19276237487793
204,4.156377792358398
205,4.120576858520508
206,4.085348606109619
207,4.050685405731201
208,4.016575813293457
209,3.9830195903778076
210,3.9500036239624023
211,3.9175219535827637
212,3.885568857192993
213,3.8541276454925537
214,3.8232035636901855
215,3.7927799224853516
216,3.762859344482422
217,3.733419418334961
218,3.7044663429260254
219,3.67598819732666
220,3.647975444793701
221,3.62042498588562
222,3.593329906463623
223,3.566676139831543
224,3.540468454360962
225,3.51469349861145
226,3.4893438816070557
227,3.4644181728363037
228,3.439903736114502
229,3.415796995162964
230,3.392094612121582
231,3.368781805038452
232,3.34586238861084
233,3.3233227729797363
234,3.3011648654937744
235,3.2793707847595215
236,3.2579474449157715
237,3.236882209777832
238,3.2161705493927
239,3.1958017349243164
240,3.17578125
241,3.156097650527954
242,3.1367435455322266
243,3.1177167892456055
244,3.099008798599243
245,3.080617904663086
246,3.0625410079956055
247,3.0447654724121094
248,3.0272939205169678
249,3.0101168155670166
250,2.993231773376465
251,2.976633310317993
252,2.960315227508545
253,2.9442758560180664
254,2.928506851196289
255,2.913003921508789
256,2.897768259048462
257,2.8827931880950928
258,2.868070125579834
259,2.8535983562469482
260,2.8393750190734863
261,2.8253934383392334
262,2.8116517066955566
263,2.7981414794921875
264,2.784865617752075
265,2.7718136310577393
266,2.7589871883392334
267,2.746377468109131
268,2.7339861392974854
269,2.721806764602661
270,2.709836006164551
271,2.6980719566345215
272,2.686509132385254
273,2.675142526626587
274,2.663973093032837
275,2.652996301651001
276,2.6422061920166016
277,2.6316003799438477
278,2.6211769580841064
279,2.610933542251587
280,2.6008694171905518
281,2.5909767150878906
282,2.5812549591064453
283,2.57169771194458
284,2.5623068809509277
285,2.5530788898468018
286,2.544011116027832
287,2.5350968837738037
288,2.526339292526245
289,2.5177314281463623
290,2.5092732906341553
291,2.500960111618042
292,2.492791175842285
293,2.4847638607025146
294,2.476877450942993
295,2.4691245555877686
296,2.4615070819854736
297,2.4540209770202637
298,2.4466638565063477
299,2.4394376277923584
300,2.4323325157165527
301,2.4253525733947754
302,2.4184956550598145
303,2.411756992340088
304,2.405132293701172
305,2.398625612258911
306,2.3922293186187744
307,2.3859479427337646
308,2.3797736167907715
309,2.3737072944641113
310,2.367745876312256
311,2.3618900775909424
312,2.3561363220214844
313,2.3504796028137207
314,2.3449246883392334
315,2.3394665718078613
316,2.334102153778076
317,2.3288331031799316
318,2.3236544132232666
319,2.318567991256714
320,2.3135688304901123
321,2.308657169342041
322,2.3038337230682373
323,2.2990918159484863
324,2.294435977935791
325,2.289857864379883
326,2.2853620052337646
327,2.2809455394744873
328,2.2766056060791016
329,2.2723424434661865
330,2.2681546211242676
331,2.2640380859375
332,2.259996175765991
333,2.2560250759124756
334,2.2521238327026367
335,2.248290777206421
336,2.244527578353882
337,2.240828037261963
338,2.237194538116455
339,2.2336246967315674
340,2.230116844177246
341,2.226673126220703
342,2.2232887744903564
343,2.219965696334839
344,2.216701030731201
345,2.2134933471679688
346,2.210341453552246
347,2.2072463035583496
348,2.2042059898376465
349,2.201220989227295
350,2.19828724861145
351,2.1954078674316406
352,2.1925764083862305
353,2.18979811668396
354,2.1870665550231934
355,2.1843862533569336
356,2.181752920150757
357,2.179163694381714
358,2.1766231060028076
359,2.174129009246826
360,2.1716766357421875
361,2.1692707538604736
362,2.1669068336486816
363,2.1645846366882324
364,2.162303924560547
365,2.1600637435913086
366,2.1578638553619385
367,2.155704975128174
368,2.1535823345184326
369,2.1514995098114014
370,2.1494531631469727
371,2.1474452018737793
372,2.145472288131714
373,2.1435351371765137
374,2.1416313648223877
375,2.1397650241851807
376,2.137929916381836
377,2.1361284255981445
378,2.1343584060668945
379,2.1326208114624023
380,2.130915880203247
381,2.1292407512664795
382,2.127596855163574
383,2.1259825229644775
384,2.124396324157715
385,2.122840404510498
386,2.121311664581299
387,2.119811773300171
388,2.1183383464813232
389,2.1168904304504395
390,2.1154701709747314
391,2.1140761375427246
392,2.112706422805786
393,2.111363410949707
394,2.1100432872772217
395,2.108747959136963
396,2.1074767112731934
397,2.1062283515930176
398,2.1050024032592773
399,2.1038005352020264
400,2.1026196479797363
401,2.101459503173828
402,2.1003224849700928
403,2.0992047786712646
404,2.0981078147888184
405,2.0970311164855957
406,2.095975160598755
407,2.094938278198242
408,2.093919277191162
409,2.0929219722747803
410,2.091940402984619
411,2.090977668762207
412,2.090033769607544
413,2.0891079902648926
414,2.0881967544555664
415,2.087305784225464
416,2.086428165435791
417,2.085566997528076
418,2.0847229957580566
419,2.0838966369628906
420,2.0830838680267334
421,2.0822854042053223
422,2.0815021991729736
423,2.0807342529296875
424,2.0799808502197266
425,2.079240083694458
426,2.0785138607025146
427,2.077803134918213
428,2.077104330062866
429,2.0764172077178955
430,2.0757460594177246
431,2.0750863552093506
432,2.0744380950927734
433,2.0738024711608887
434,2.0731794834136963
435,2.07256817817688
436,2.071967840194702
437,2.071378469467163
438,2.0708014965057373
439,2.070235013961792
440,2.0696794986724854
441,2.0691328048706055
442,2.068598508834839
443,2.068074941635132
444,2.067558765411377
445,2.0670549869537354
446,2.066558361053467
447,2.0660738945007324
448,2.0655975341796875
449,2.065129041671753
450,2.0646705627441406
451,2.0642216205596924
452,2.0637807846069336
453,2.063349485397339
454,2.0629236698150635
455,2.0625081062316895
456,2.0620999336242676
457,2.061699151992798
458,2.061307430267334
459,2.0609254837036133
460,2.060546398162842
461,2.0601773262023926
462,2.0598134994506836
463,2.059457302093506
464,2.059107780456543
465,2.0587658882141113
466,2.058431386947632
467,2.058103084564209
468,2.057779550552368
469,2.0574636459350586
470,2.0571529865264893
471,2.056849956512451
472,2.0565507411956787
473,2.056259870529175
474,2.0559730529785156
475,2.055691957473755
476,2.055417060852051
477,2.0551466941833496
478,2.0548834800720215
479,2.05462384223938
480,2.0543699264526367
481,2.0541207790374756
482,2.05387544631958
483,2.0536367893218994
484,2.0534024238586426
485,2.0531718730926514
486,2.0529487133026123
487,2.052724838256836
488,2.05250883102417
489,2.0522983074188232
490,2.052091121673584
491,2.051884889602661
492,2.051687240600586
493,2.051490545272827
494,2.051300287246704
495,2.0511112213134766
496,2.0509278774261475
497,2.0507473945617676
498,2.050569772720337
499,2.0503971576690674
500,2.0502266883850098
501,2.0500595569610596
502,2.0498969554901123
503,2.0497381687164307
504,2.049581289291382
505,2.0494306087493896
506,2.0492780208587646
507,2.0491325855255127
508,2.0489883422851562
509,2.0488474369049072
510,2.048708438873291
511,2.0485730171203613
512,2.0484414100646973
513,2.0483102798461914
514,2.0481832027435303
515,2.0480594635009766
516,2.0479373931884766
517,2.047818183898926
518,2.0477004051208496
519,2.0475847721099854
520,2.047473430633545
521,2.047363042831421
522,2.047255039215088
523,2.0471510887145996
524,2.0470471382141113
525,2.046947479248047
526,2.0468459129333496
527,2.046748399734497
528,2.0466535091400146
529,2.0465610027313232
530,2.046471118927002
531,2.046381950378418
532,2.046294927597046
533,2.0462093353271484
534,2.046123743057251
535,2.0460402965545654
536,2.0459630489349365
537,2.045883893966675
538,2.0458078384399414
539,2.045732021331787
540,2.0456578731536865
541,2.0455877780914307
542,2.0455169677734375
543,2.0454471111297607
544,2.045379877090454
545,2.045313596725464
546,2.0452494621276855
547,2.0451865196228027
548,2.045123338699341
549,2.045062303543091
550,2.0450031757354736
551,2.044945240020752
552,2.044889211654663
553,2.044832944869995
554,2.0447757244110107
555,2.044724941253662
556,2.044673204421997
557,2.0446219444274902
558,2.044572353363037
559,2.0445215702056885
560,2.0444746017456055
561,2.0444297790527344
562,2.0443835258483887
563,2.044337272644043
564,2.044293165206909
565,2.04425048828125
566,2.0442087650299072
567,2.0441699028015137
568,2.044128656387329
569,2.0440895557403564
570,2.0440497398376465
571,2.0440139770507812
572,2.0439772605895996
573,2.043940305709839
574,2.0439066886901855
575,2.0438716411590576
576,2.0438387393951416
577,2.0438058376312256
578,2.0437726974487305
579,2.0437417030334473
580,2.0437123775482178
581,2.0436809062957764
582,2.0436513423919678
583,2.0436224937438965
584,2.043593645095825
585,2.0435667037963867
586,2.043539047241211
587,2.043513774871826
588,2.043487787246704
589,2.0434648990631104
590,2.0434398651123047
591,2.043415069580078
592,2.043390989303589
593,2.043370008468628
594,2.0433459281921387
595,2.0433244705200195
596,2.043302297592163
597,2.0432817935943604
598,2.043261766433716
599,2.043241262435913
600,2.0432209968566895
601,2.043206214904785
602,2.043184995651245
603,2.043165922164917
604,2.043149948120117
605,2.0431315898895264
606,2.0431134700775146
607,2.043098211288452
608,2.043081045150757
609,2.0430660247802734
610,2.043050765991211
611,2.0430362224578857
612,2.043020725250244
613,2.0430073738098145
614,2.0429909229278564
615,2.0429773330688477
616,2.0429651737213135
617,2.042951822280884
618,2.0429394245147705
619,2.0429253578186035
620,2.0429136753082275
621,2.042901039123535
622,2.042891025543213
623,2.042879343032837
624,2.042867422103882
625,2.042856454849243
626,2.042846918106079
627,2.0428338050842285
628,2.0428266525268555
629,2.0428152084350586
630,2.04280424118042
631,2.042797088623047
632,2.0427873134613037
633,2.042778730392456
634,2.0427699089050293
635,2.0427606105804443
636,2.042752742767334
637,2.0427441596984863
638,2.042736053466797
639,2.042729616165161
640,2.042720079421997
641,2.0427134037017822
642,2.04270601272583
643,2.042698860168457
644,2.042693853378296
645,2.042685031890869
646,2.0426783561706543
647,2.0426716804504395
648,2.0426650047302246
649,2.0426604747772217
650,2.042654037475586
651,2.04264760017395
652,2.042642831802368
653,2.0426383018493652
654,2.042630434036255
655,2.0426266193389893
656,2.042621374130249
657,2.042616367340088
658,2.0426113605499268
659,2.0426065921783447
660,2.042600393295288
661,2.0425984859466553
662,2.042593240737915
663,2.0425870418548584
664,2.042584180831909
665,2.042579412460327
666,2.042576313018799
667,2.042572259902954
668,2.0425682067871094
669,2.0425634384155273
670,2.042560577392578
671,2.04255747795105
672,2.0425522327423096
673,2.042550563812256
674,2.0425472259521484
675,2.0425431728363037
676,2.042541265487671
677,2.0425374507904053
678,2.042534112930298
679,2.0425329208374023
680,2.042529344558716
681,2.042527198791504
682,2.0425238609313965
683,2.0425195693969727
684,2.0425188541412354
685,2.04251766204834
686,2.0425140857696533
687,2.0425100326538086
688,2.042508602142334
689,2.042505979537964
690,2.0425031185150146
691,2.042501449584961
692,2.042498826980591
693,2.0424976348876953
694,2.042494773864746
695,2.042492389678955
696,2.0424933433532715
697,2.042489528656006
698,2.042489767074585
699,2.042485237121582
700,2.0424857139587402
701,2.042484760284424
702,2.0424811840057373
703,2.0424811840057373
704,2.042477607727051
705,2.0424771308898926
706,2.042475461959839
707,2.042473554611206
708,2.0424740314483643
709,2.042471408843994
710,2.0424692630767822
711,2.042469024658203
712,2.042466640472412
713,2.0424647331237793
714,2.0424654483795166
715,2.0424647331237793
716,2.0424625873565674
717,2.04246187210083
718,2.0424587726593018
719,2.04245924949646
720,2.0424578189849854
721,2.0424587726593018
722,2.0424575805664062
723,2.042457103729248
724,2.0424554347991943
725,2.042454242706299
726,2.042454719543457
727,2.0424532890319824
728,2.0424513816833496
729,2.042452573776245
730,2.0424489974975586
731,2.0424485206604004
732,2.042449712753296
733,2.0424485206604004
734,2.042448043823242
735,2.042447328567505
736,2.042445421218872
737,2.042445659637451
738,2.042445182800293
739,2.0424444675445557
740,2.0424420833587646
741,2.04244327545166
742,2.0424418449401855
743,2.0424411296844482
744,2.0424411296844482
745,2.0424399375915527
746,2.042440891265869
747,2.0424375534057617
748,2.042438507080078
749,2.04243803024292
750,2.042435884475708
751,2.042438268661499
752,2.042435646057129
753,2.0424370765686035
754,2.042435646057129
755,2.042435884475708
756,2.04243540763855
757,2.0424373149871826
758,2.04243540763855
759,2.04243540763855
760,2.0424342155456543
761,2.042433261871338
762,2.042433500289917
763,2.0424320697784424
764,2.0424318313598633
765,2.0424325466156006
766,2.0424325466156006
767,2.042431592941284
768,2.0424320697784424
769,2.0424320697784424
770,2.0424318313598633
771,2.0424296855926514
772,2.0424304008483887
773,2.0424304008483887
774,2.0424280166625977
775,2.042430877685547
776,2.0424296855926514
777,2.042428493499756
778,2.0424306392669678
779,2.0424280166625977
780,2.042429208755493
781,2.0424299240112305
782,2.0424277782440186
783,2.0424280166625977
784,2.042429208755493
785,2.0424270629882812
786,2.042428493499756
787,2.042428493499756
788,2.042426586151123
789,2.0424280166625977
790,2.0424275398254395
791,2.042426109313965
792,2.0424275398254395
793,2.042426824569702
794,2.0424273014068604
795,2.042426109313965
796,2.0424275398254395
797,2.042426109313965
798,2.042424440383911
799,2.042426347732544
800,2.042426824569702
801,2.0424270629882812
802,2.042426586151123
803,2.042426109313965
804,2.042426824569702
805,2.0424249172210693
806,2.0424249172210693
807,2.0424249172210693
808,2.0424256324768066
809,2.0424253940582275
810,2.042426109313965
811,2.0424256324768066
812,2.042424201965332
813,2.0424246788024902
814,2.042423725128174
815,2.042424440383911
816,2.042424201965332
817,2.0424256324768066
818,2.042423963546753
819,2.0424249172210693
820,2.0424253940582275
821,2.0424234867095947
822,2.0424227714538574
823,2.0424234867095947
824,2.042424201965332
825,2.042424440383911
826,2.042423963546753
827,2.0424234867095947
828,2.042423725128174
829,2.042424440383911
830,2.0424246788024902
831,2.0424232482910156
832,2.0424230098724365
833,2.0424227714538574
834,2.0424230098724365
835,2.0424253940582275
836,2.0424249172210693
837,2.042424201965332
838,2.0424232482910156
839,2.0424227714538574
840,2.0424227714538574
841,2.042424440383911
842,2.042424201965332
843,2.042424201965332
844,2.042424440383911
845,2.0424227714538574
846,2.0424227714538574
847,2.0424227714538574
848,2.0424225330352783
849,2.042424440383911
850,2.0424256324768066
851,2.0424234867095947
852,2.042423725128174
853,2.0424230098724365
854,2.0424232482910156
855,2.0424232482910156
856,2.0424227714538574
857,2.042423725128174
858,2.0424234867095947
859,2.0424246788024902
860,2.0424232482910156
861,2.042421817779541
862,2.042422294616699
863,2.042423725128174
864,2.042423963546753
865,2.042423725128174
866,2.042423963546753
867,2.0424232482910156
868,2.042423725128174
869,2.0424227714538574
870,2.0424232482910156
871,2.0424230098724365
872,2.0424232482910156
873,2.0424227714538574
874,2.0424230098724365
875,2.04242205619812
876,2.042424201965332
877,2.0424234867095947
878,2.042424201965332
879,2.0424227714538574
880,2.0424227714538574
881,2.0424227714538574
882,2.042421817779541
883,2.0424227714538574
884,2.04242205619812
885,2.0424227714538574
886,2.042421579360962
887,2.0424225330352783
888,2.0424234867095947
889,2.0424227714538574
890,2.0424211025238037
891,2.042421579360962
892,2.0424225330352783
893,2.04242205619812
894,2.0424227714538574
895,2.042421817779541
896,2.042423725128174
897,2.042423725128174
898,2.0424234867095947
899,2.042423725128174
900,2.0424227714538574
901,2.0424232482910156
902,2.0424232482910156
903,2.042423725128174
904,2.042421340942383
905,2.04242205619812
906,2.0424225330352783
907,2.0424232482910156
908,2.0424234867095947
909,2.0424227714538574
910,2.0424227714538574
911,2.0424227714538574
912,2.0424225330352783
913,2.04242205619812
914,2.0424225330352783
915,2.0424232482910156
916,2.0424227714538574
917,2.0424232482910156
918,2.042423725128174
919,2.042422294616699
920,2.0424234867095947
921,2.0424227714538574
922,2.0424232482910156
923,2.0424234867095947
924,2.0424230098724365
925,2.042423725128174
926,2.04242205619812
927,2.0424227714538574
928,2.042423725128174
929,2.04242205619812
930,2.0424227714538574
931,2.0424208641052246
932,2.0424208641052246
933,2.0424227714538574
934,2.0424225330352783
935,2.0424227714538574
936,2.04242205619812
937,2.04242205619812
938,2.04242205619812
939,2.0424227714538574
940,2.0424227714538574
941,2.04242205619812
942,2.0424227714538574
943,2.042423725128174
944,2.04242205619812
945,2.042421817779541
946,2.04242205619812
947,2.0424227714538574
948,2.0424225330352783
949,2.0424232482910156
950,2.042421817779541
951,2.042423725128174
952,2.0424227714538574
953,2.042422294616699
954,2.0424225330352783
955,2.042421340942383
956,2.04242205619812
957,2.042422294616699
958,2.042421579360962
959,2.0424225330352783
960,2.042421579360962
961,2.0424230098724365
962,2.0424227714538574
963,2.0424225330352783
964,2.0424225330352783
965,2.0424230098724365
966,2.04242205619812
967,2.0424230098724365
968,2.04242205619812
969,2.042422294616699
970,2.042421579360962
971,2.04242205619812
972,2.0424230098724365
973,2.04242205619812
974,2.04242205619812
975,2.04242205619812
976,2.0424227714538574
977,2.04242205619812
978,2.04242205619812
979,2.0424225330352783
980,2.0424227714538574
981,2.042422294616699
982,2.042421579360962
983,2.0424225330352783
984,2.042421579360962
985,2.0424227714538574
986,2.0424227714538574
987,2.042424440383911
988,2.0424230098724365
989,2.04242205619812
990,2.0424227714538574
991,2.0424230098724365
992,2.042423725128174
993,2.042423725128174
994,2.0424234867095947
995,2.04242205619812
996,2.042421340942383
997,2.042422294616699
998,2.042421817779541
999,2.042421579360962
1000,2.0424227714538574
1001,2.0424227714538574
1002,2.042423725128174
1003,2.0424232482910156
1004,2.0424230098724365
1005,2.0424227714538574
1006,2.0424227714538574
1007,2.042423725128174
1008,2.0424232482910156
1009,2.0424234867095947
1010,2.0424227714538574
1011,2.042422294616699
1012,2.04242205619812
1013,2.042421579360962
1014,2.0424232482910156
1015,2.0424225330352783
1016,2.042422294616699
1017,2.0424227714538574
1018,2.0424227714538574
1019,2.0424232482910156
1020,2.0424225330352783
1021,2.0424234867095947
1022,2.0424232482910156
1023,2.042423725128174
1024,2.0424227714538574
1025,2.0424225330352783
1026,2.0424227714538574
1027,2.0424211025238037
1028,2.0424208641052246
1029,2.0424208641052246
1030,2.0424208641052246
1031,2.042421340942383
1032,2.0424208641052246
1033,2.0424211025238037
1034,2.0424208641052246
1035,2.0424203872680664
1036,2.042421579360962
1037,2.042421340942383
1038,2.0424208641052246
1039,2.0424208641052246
